\"rt\",\"key_press\",\"trial_type\",\"trial_index\",\"time_elapsed\",\"internal_node_id\",\"view_history\",\"responses\",\"Id\",\"Rt\",\"ResKeyCode\",\"ResCorr\",\"TrialType2\",\"Image\",\"Label\",\"Location\",\"CorrectResponse\",\"Block\",\"BlockTrial\",\"Condition\",\"LabelType\",\"Subcondition\",\"trialNum\"
\"43074\",\"32\",\"text\",\"0\",\"43080\",\"0.0-0.0-0.0\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\"
\"66037\",\"\",\"instructions\",\"1\",\"109119\",\"0.0-1.0\",\"[{\"\"page_index\"\":0,\"\"viewing_time\"\":66036}]\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\"
\"24781\",\"\",\"survey-multi-choice\",\"2\",\"133994\",\"0.0-2.0\",\"\",\"{\"\"Q0\"\":\"\"Da\"\",\"\"Q1\"\":\"\"Da\"\",\"\"Q2\"\":\"\"Da\"\",\"\"Q3\"\":\"\"Da\"\",\"\"Q4\"\":\"\"Da\"\",\"\"Q5\"\":\"\"Da\"\"}\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\"
\"\",\"\",\"bio\",\"3\",\"141452\",\"0.0-3.0\",\"\",\"{\"\"age\"\":\"\"20\"\",\"\"gender\"\":\"\"m\"\",\"\"specify\"\":\"\"\"\"}\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\",\"\"
\"\",\"\",\"approach-retreat\",\"4\",\"148119\",\"0.0-4.0\",\"\",\"\",\"1-3\",\"5081\",\"39\",\"0\",\"Training\",\"Stims/Figures/57-C-30-1.bmp\",\"sa:haha\",\"Right\",\"37\",\"1\",\"1\",\"6A\",\"C2\",\"C\",\"1\"
\"\",\"\",\"approach-retreat\",\"5\",\"154070\",\"0.0-5.0\",\"\",\"\",\"1-3\",\"4441\",\"38\",\"0\",\"Training\",\"Stims/Figures/85-J-0-2.bmp\",\"fafa:va\",\"Down\",\"40\",\"1\",\"2\",\"6A\",\"C1\",\"C\",\"2\"
\"\",\"\",\"approach-retreat\",\"6\",\"159851\",\"0.0-6.0\",\"\",\"\",\"1-3\",\"4276\",\"38\",\"1\",\"Training\",\"Stims/Figures/87-C-20-4.bmp\",\"sa:saha\",\"Down\",\"38\",\"1\",\"3\",\"6A\",\"C2\",\"C\",\"3\"
\"\",\"\",\"approach-retreat\",\"7\",\"165658\",\"0.0-7.0\",\"\",\"\",\"1-3\",\"4296\",\"40\",\"0\",\"Training\",\"Stims/Figures/100-J-10-3.bmp\",\"vasha:va\",\"Up\",\"38\",\"1\",\"4\",\"6A\",\"C1\",\"C\",\"4\"
\"\",\"\",\"approach-retreat\",\"8\",\"171670\",\"0.0-8.0\",\"\",\"\",\"1-3\",\"4504\",\"39\",\"1\",\"Training\",\"Stims/Figures/128-J-10-3.bmp\",\"fashasha\",\"Right\",\"39\",\"1\",\"5\",\"6A\",\"C1\",\"C\",\"5\"
\"\",\"\",\"approach-retreat\",\"9\",\"177457\",\"0.0-9.0\",\"\",\"\",\"1-3\",\"4278\",\"37\",\"0\",\"Training\",\"Stims/Figures/139-C-20-2.bmp\",\"zahaha\",\"Left\",\"39\",\"1\",\"6\",\"6A\",\"C2\",\"C\",\"6\"
