"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"82902","32","text","0","82904","0.0-0.0-0.0","",""
"156970","","instructions","1","239875","0.0-1.0","[{""page_index"":0,""viewing_time"":156969}]",""
"60688","","survey-multi-choice","2","300584","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","328042","0.0-3.0","","{""age"":""19"",""gender"":""f"",""specify"":""""}"
"42024","","instructions","4","370066","0.0-4.0","[{""page_index"":0,""viewing_time"":42023}]",""
"27612","","survey-text","5","397680","0.0-5.0","","{""Q0"":""1095/2018""}"
