"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"25628","32","text","0","25631","0.0-0.0-0.0","",""
"84786","","instructions","1","110420","0.0-1.0","[{""page_index"":0,""viewing_time"":84785}]",""
"59822","","survey-multi-choice","2","170283","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Ne""}"
"","","bio","3","180471","0.0-3.0","","{""age"":""19"",""gender"":""m"",""specify"":""""}"
"22669","","instructions","4","203140","0.0-4.0","[{""page_index"":0,""viewing_time"":22669}]",""
"55232","","survey-text","5","258377","0.0-5.0","","{""Q0"":""2018/0005""}"
