"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"6930","32","text","0","6938","0.0-0.0-0.0","",""
"2200","","instructions","1","9138","0.0-1.0","[{""page_index"":0,""viewing_time"":2199}]",""
"28341","","survey-multi-choice","2","37506","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","46315","0.0-3.0","","{""age"":""19"",""gender"":""f"",""specify"":""""}"
"3719","","instructions","4","50034","0.0-4.0","[{""page_index"":0,""viewing_time"":3718}]",""
"131840","","survey-text","5","181878","0.0-5.0","","{""Q0"":""0044""}"
