"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"20914","32","text","0","20915","0.0-0.0-0.0","",""
"66215","","instructions","1","87130","0.0-1.0","[{""page_index"":0,""viewing_time"":66215}]",""
"37787","","survey-multi-choice","2","124953","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","130906","0.0-3.0","","{""age"":""19"",""gender"":""f"",""specify"":""""}"
"4754","","instructions","4","135660","0.0-4.0","[{""page_index"":0,""viewing_time"":4754}]",""
"32159","","survey-text","5","167822","0.0-5.0","","{""Q0"":""1061/2018""}"
