"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"47458","32","text","0","47465","0.0-0.0-0.0","",""
"116003","","instructions","1","163470","0.0-1.0","[{""page_index"":0,""viewing_time"":116002}]",""
"39609","","survey-multi-choice","2","203118","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","213547","0.0-3.0","","{""age"":""19"",""gender"":""f"",""specify"":""""}"
"27967","","instructions","4","241514","0.0-4.0","[{""page_index"":0,""viewing_time"":27966}]",""
"26910","","survey-text","5","268430","0.0-5.0","","{""Q0"":""1010/2018""}"
