"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"7007","32","text","0","7012","0.0-0.0-0.0","",""
"2321","","instructions","1","9336","0.0-1.0","[{""page_index"":0,""viewing_time"":2320}]",""
"10903","","survey-multi-choice","2","20288","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","28207","0.0-3.0","","{""age"":""18"",""gender"":""f"",""specify"":""""}"
"8746","","instructions","4","36953","0.0-4.0","[{""page_index"":0,""viewing_time"":8745}]",""
"31354","","survey-text","5","68313","0.0-5.0","","{""Q0"":""""}"
