"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"60838","32","text","0","60840","0.0-0.0-0.0","",""
"219278","","instructions","1","280120","0.0-1.0","[{""page_index"":0,""viewing_time"":219278}]",""
"89149","","survey-multi-choice","2","369365","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","390322","0.0-3.0","","{""age"":""20"",""gender"":""f"",""specify"":""""}"
"24421","","instructions","4","414743","0.0-4.0","[{""page_index"":0,""viewing_time"":24421}]",""
"27590","","survey-text","5","442338","0.0-5.0","","{""Q0"":""0154""}"
