"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"5007","32","text","0","5012","0.0-0.0-0.0","",""
"3120","","instructions","1","8134","0.0-1.0","[{""page_index"":0,""viewing_time"":3119}]",""
"10435","","survey-multi-choice","2","18848","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","24536","0.0-3.0","","{""age"":""20"",""gender"":""f"",""specify"":""""}"
"3528","","instructions","4","28064","0.0-4.0","[{""page_index"":0,""viewing_time"":3527}]",""
"19285","","survey-text","5","47353","0.0-5.0","","{""Q0"":""1111""}"
