"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"1554","32","text","0","1556","0.0-0.0-0.0","",""
"760","","instructions","1","2316","0.0-1.0","[{""page_index"":0,""viewing_time"":760}]",""
"12971","","survey-multi-choice","2","15332","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","23039","0.0-3.0","","{""age"":""20"",""gender"":""m"",""specify"":""""}"
"2125","","instructions","4","25164","0.0-4.0","[{""page_index"":0,""viewing_time"":2124}]",""
"2703","","survey-text","5","27873","0.0-5.0","","{""Q0"":""""}"
