"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"59320","32","text","0","59327","0.0-0.0-0.0","",""
"122299","","instructions","1","181628","0.0-1.0","[{""page_index"":0,""viewing_time"":122298}]",""
"74892","","survey-multi-choice","2","256563","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","272680","0.0-3.0","","{""age"":""19"",""gender"":""f"",""specify"":""""}"
"38906","","instructions","4","311587","0.0-4.0","[{""page_index"":0,""viewing_time"":38906}]",""
"30261","","survey-text","5","341855","0.0-5.0","","{""Q0"":""1040/2018""}"
