"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"1391","32","text","0","1396","0.0-0.0-0.0","",""
"527","","instructions","1","1924","0.0-1.0","[{""page_index"":0,""viewing_time"":527}]",""
"11722","","survey-multi-choice","2","13701","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","20265","0.0-3.0","","{""age"":""19"",""gender"":""f"",""specify"":""""}"
"8936","","instructions","4","29201","0.0-4.0","[{""page_index"":0,""viewing_time"":8935}]",""
"30814","","survey-text","5","60028","0.0-5.0","","{""Q0"":""2018/0052""}"
