"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"2479","32","text","0","2487","0.0-0.0-0.0","",""
"801","","instructions","1","3293","0.0-1.0","[{""page_index"":0,""viewing_time"":799}]",""
"7386","","survey-multi-choice","2","10737","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","16427","0.0-3.0","","{""age"":""18"",""gender"":""f"",""specify"":""""}"
"1758","","instructions","4","18185","0.0-4.0","[{""page_index"":0,""viewing_time"":1758}]",""
"11277","","survey-text","5","29471","0.0-5.0","","{""Q0"":""1135\n1135""}"
