"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"81042","32","text","0","81049","0.0-0.0-0.0","",""
"250634","","instructions","1","331687","0.0-1.0","[{""page_index"":0,""viewing_time"":250632}]",""
"35910","","survey-multi-choice","2","367655","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","378362","0.0-3.0","","{""age"":""19"",""gender"":""f"",""specify"":""""}"
"17815","","instructions","4","396178","0.0-4.0","[{""page_index"":0,""viewing_time"":17814}]",""
"15897","","survey-text","5","412084","0.0-5.0","","{""Q0"":""1141""}"
