"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"65049","32","text","0","65056","0.0-0.0-0.0","",""
"163888","","instructions","1","228951","0.0-1.0","[{""page_index"":0,""viewing_time"":163883}]",""
"114373","","survey-multi-choice","2","343377","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","360195","0.0-3.0","","{""age"":""21"",""gender"":""f"",""specify"":""""}"
"29119","","instructions","4","389315","0.0-4.0","[{""page_index"":0,""viewing_time"":29118}]",""
"37032","","survey-text","5","426356","0.0-5.0","","{""Q0"":""1104/2018""}"
