"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"41667","32","text","0","41696","0.0-0.0-0.0","",""
"97244","","instructions","1","138943","0.0-1.0","[{""page_index"":0,""viewing_time"":97242}]",""
"61270","","survey-multi-choice","2","201286","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","211356","0.0-3.0","","{""age"":""20"",""gender"":""f"",""specify"":""""}"
"24704","","instructions","4","236061","0.0-4.0","[{""page_index"":0,""viewing_time"":24704}]",""
"63088","","survey-text","5","299156","0.0-5.0","","{""Q0"":""""}"
