"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"1749","32","text","0","1793","0.0-0.0-0.0","",""
"2016","","instructions","1","3820","0.0-1.0","[{""page_index"":0,""viewing_time"":2012}]",""
"13556","","survey-multi-choice","2","17501","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","31942","0.0-3.0","","{""age"":"""",""specify"":""""}"
"1749","","instructions","4","33692","0.0-4.0","[{""page_index"":0,""viewing_time"":1746}]",""
"2226","","survey-text","5","35945","0.0-5.0","","{""Q0"":""""}"
