"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","view_history","responses"
"1553","32","text","0","1566","0.0-0.0-0.0","",""
"394","","instructions","1","1961","0.0-1.0","[{""page_index"":0,""viewing_time"":394}]",""
"8236","","survey-multi-choice","2","10234","0.0-2.0","","{""Q0"":""Da"",""Q1"":""Da"",""Q2"":""Da"",""Q3"":""Da"",""Q4"":""Da"",""Q5"":""Da""}"
"","","bio","3","14772","0.0-3.0","","{""age"":""19"",""gender"":""f"",""specify"":""""}"
"1716","","instructions","4","16488","0.0-4.0","[{""page_index"":0,""viewing_time"":1716}]",""
"163264","","survey-text","5","179757","0.0-5.0","","{""Q0"":""2018/0044""}"
